landing_id,activity_period,operating_airline,operating_iata,published_airline,published_iata,geo_summary,geo_region,landing_aircraft_type,body_type,aircraft_manufacturer,aircraft_model,aircraft_version,landing_count,total_landed_weight,airline_id,airport_id,runway_id,weather_id,flight_id,pilot_id,delay_id,maintenance_id,aircraft_capacity
151,202202,Sexton-Graham,JBL,Barnett-Blackwell,QIF,International,Europe,Jet,Narrow-body,Airbus,CRJ900,-900,8,80180,453,234,24,6,20506,473,903,581,200
152,202303,"Contreras, Lee and Miller",XHU,"Sweeney, Webster and Richards",QMP,Domestic,South America,Helicopter,Wide-body,Embraer,CRJ900,-200,7,359897,407,83,13,95,16318,372,730,1980,180
153,202302,Willis and Sons,ROF,"Lane, Perez and Torres",PGI,Domestic,South America,Turboprop,Narrow-body,Bombardier,CRJ900,-200,4,247550,240,241,157,99,422,840,2043,3611,220
154,202101,Foster Group,XFE,Stevens Ltd,UMQ,Domestic,South America,Helicopter,Narrow-body,Bombardier,A320,-200,3,341606,121,165,55,73,6116,365,1525,2402,150
155,202309,"Chen, Miller and Turner",XHI,"Jones, Becker and Cole",FOV,Domestic,Europe,Jet,Narrow-body,Airbus,CRJ900,-1000,4,126954,7,32,103,45,18714,11,2073,1712,220
156,202201,"Smith, Scott and Daniels",KBM,"Sandoval, Clay and Bowers",FMQ,Domestic,Oceania,Helicopter,Wide-body,Airbus,E190,-800,3,57153,31,160,196,70,19231,937,2359,733,250
157,202109,Walker-Kennedy,NYH,"Miranda, Gentry and Gross",HOI,International,Europe,Helicopter,Narrow-body,Airbus,A320,-900,7,234918,43,144,191,12,3664,135,1466,1228,150
158,202412,"Roach, Bishop and Garrett",TFH,Fletcher-Kent,PAW,International,Europe,Jet,Wide-body,Embraer,737,-800,10,297714,154,66,110,17,18933,67,2784,2789,180
159,202202,Sharp and Sons,ZFN,"Carlson, Thomas and Giles",DUM,Domestic,Africa,Jet,Wide-body,Boeing,737,-1000,2,366310,100,232,10,51,6525,371,2532,51,250
160,202407,Austin LLC,XUK,"Porter, Walker and Johnson",QTQ,Domestic,Oceania,Jet,Wide-body,Airbus,CRJ900,-200,10,334083,20,65,191,54,2777,318,2446,661,150
161,202104,"Williams, Hernandez and Moore",IWC,"Peters, Montoya and Valencia",UVE,Domestic,Oceania,Jet,Narrow-body,Boeing,E190,-800,3,160776,438,102,19,40,7501,500,1222,2669,250
162,202005,Brooks-Nelson,OFN,"Barrera, Ryan and Mcintosh",WKL,International,Europe,Turboprop,Wide-body,Bombardier,A320,-200,1,201250,499,145,58,12,1513,764,2042,53,150
163,202312,Cox-White,XKX,Kramer Group,POM,International,North America,Turboprop,Wide-body,Embraer,E190,-900,7,337861,445,66,45,12,12367,829,2053,4214,150
164,202201,Smith and Sons,QET,Mosley-Hunt,XFZ,Domestic,South America,Turboprop,Narrow-body,Boeing,CRJ900,-800,9,322805,79,26,158,67,2128,915,1670,16,180
165,202006,Solis PLC,RNT,Lam-Clarke,BXB,International,South America,Turboprop,Narrow-body,Airbus,737,-1000,7,389626,264,188,80,84,6243,236,398,2463,250
166,202504,Munoz-Martinez,VSB,Stephens-Chapman,PJS,International,Oceania,Jet,Wide-body,Airbus,737,-1000,9,165183,402,74,143,31,21350,564,2104,1610,220
167,202308,Escobar LLC,NUC,"Harvey, Ramirez and Bell",QSD,Domestic,Oceania,Helicopter,Wide-body,Airbus,737,-800,2,105536,3,84,163,43,1353,999,2477,4100,200
168,202212,Garrison-Huff,MOO,Reyes Group,QIH,International,Oceania,Helicopter,Narrow-body,Bombardier,CRJ900,-900,4,256648,340,176,117,52,21846,941,2181,1752,180
169,202208,Prince Ltd,MNL,"Jones, Massey and Chang",LOH,Domestic,North America,Helicopter,Narrow-body,Bombardier,E190,-1000,7,305279,116,270,148,92,7,57,628,2807,220
170,202410,"Lopez, Griffith and Boone",THT,Ward Group,WRG,Domestic,South America,Helicopter,Wide-body,Embraer,E190,-800,4,53295,220,299,108,47,8514,871,1117,2592,150
171,202308,Nielsen Group,EMX,Beck PLC,OCK,International,North America,Turboprop,Narrow-body,Boeing,A320,-900,5,213411,82,192,190,2,14210,294,2062,247,200
172,202202,Torres LLC,UDN,"Jones, Warren and Stone",LLK,Domestic,South America,Jet,Wide-body,Embraer,A320,-800,5,271653,186,254,135,93,15975,989,2771,4608,180
173,202410,Myers-Hamilton,GOI,Liu and Sons,YSQ,Domestic,Africa,Helicopter,Wide-body,Bombardier,737,-800,6,163782,134,156,48,43,6683,426,706,4951,250
174,202206,"Irwin, Brown and Roberts",BVU,"James, Cannon and Barnes",GCH,International,Asia,Helicopter,Wide-body,Airbus,737,-900,9,109181,467,82,84,62,21728,906,1514,2575,150
175,202008,Christian-Miles,NJW,"Carter, Tucker and Anderson",MBN,Domestic,Europe,Jet,Wide-body,Bombardier,A320,-200,8,213406,270,261,179,36,16202,312,1818,1839,180
176,202409,"Vasquez, Tran and Terry",IQQ,"Walsh, King and Hicks",OIH,International,Oceania,Helicopter,Narrow-body,Bombardier,CRJ900,-900,10,359908,230,123,71,5,9684,570,1359,583,200
177,202308,Mccormick Ltd,ZUN,"Best, Rivers and King",PJB,Domestic,North America,Jet,Wide-body,Embraer,CRJ900,-1000,2,102898,337,48,148,55,15883,727,1723,3654,150
178,202305,Taylor Inc,MUH,"Mckinney, Wall and Lee",KTP,International,Oceania,Turboprop,Narrow-body,Boeing,A320,-200,2,343277,333,245,116,72,19680,473,2691,1964,180
179,202312,Bryan-Brown,BTU,"Jones, Arroyo and Smith",BOR,Domestic,Oceania,Jet,Narrow-body,Embraer,A320,-800,6,303296,187,165,57,9,19393,431,1621,931,180
180,202103,Johnson-Richards,ARB,Proctor Group,BDY,Domestic,North America,Turboprop,Narrow-body,Embraer,E190,-800,8,147741,50,287,98,49,20656,629,209,3590,150
181,202302,"Franklin, Carr and Whitaker",PBI,George Group,HTL,Domestic,Oceania,Helicopter,Narrow-body,Airbus,A320,-900,8,294667,343,289,2,14,15070,85,194,4098,180
182,202101,"Rios, Young and Harrison",FSY,Riley-Ponce,BHE,Domestic,South America,Turboprop,Narrow-body,Bombardier,A320,-800,7,211861,126,70,65,34,15362,612,2720,1975,150
183,202105,Frye Inc,JMM,Flores-Wilson,EFE,International,Europe,Helicopter,Narrow-body,Embraer,737,-200,7,242119,389,132,32,88,18194,631,1986,1992,180
184,202008,"Roberts, Clark and Daniel",ZSA,Moore LLC,ISR,Domestic,Asia,Helicopter,Narrow-body,Embraer,A320,-200,2,123280,96,59,102,63,6617,335,1435,4265,150
185,202311,Bush-Atkins,YWI,Trujillo-Donovan,GWN,Domestic,Africa,Turboprop,Wide-body,Boeing,A320,-1000,3,273800,382,127,125,1,4593,770,253,3323,220
186,202006,Gonzalez-Hill,TBD,Thompson-Dudley,OXS,International,Europe,Helicopter,Narrow-body,Embraer,E190,-1000,5,282487,278,132,75,61,19867,445,2516,4013,250
187,202207,Gates LLC,BIW,Lewis-Fleming,NRN,Domestic,Asia,Jet,Wide-body,Boeing,737,-800,7,170554,308,178,46,97,9900,54,1089,1401,250
188,202112,Lester Inc,WFI,"Hawkins, Lam and Arias",XNH,International,South America,Turboprop,Wide-body,Embraer,E190,-200,3,366979,327,6,183,9,18856,628,697,4811,220
189,202407,Olsen-Pearson,NYJ,Kaufman PLC,EUM,Domestic,Europe,Jet,Narrow-body,Airbus,CRJ900,-1000,3,213969,316,286,28,71,2246,949,2480,3868,180
190,202108,Patel Group,ETL,Moore-Riddle,XTQ,International,Europe,Helicopter,Wide-body,Embraer,E190,-800,10,66855,202,70,59,2,5345,585,254,4253,180
191,202407,Mckinney Inc,REH,Butler Group,THB,International,North America,Helicopter,Narrow-body,Boeing,A320,-200,8,125465,6,9,145,89,10761,660,2143,2721,220
192,202112,Mcclain and Sons,UFB,Cunningham PLC,HTU,Domestic,Africa,Helicopter,Narrow-body,Airbus,CRJ900,-900,2,227493,460,220,105,2,4657,161,2532,1164,220
193,202009,Anderson-Robinson,NRR,Bishop-Hunt,AWF,Domestic,Asia,Helicopter,Narrow-body,Bombardier,A320,-1000,7,193305,280,25,168,85,679,996,877,1238,150
194,202212,"Hunter, Payne and Duran",IYM,Davenport Inc,RES,Domestic,South America,Turboprop,Wide-body,Boeing,E190,-200,10,82505,482,55,57,66,2250,252,1,4099,200
195,202307,"Gomez, Davis and Delacruz",GIV,Gibbs Group,KYK,International,North America,Jet,Wide-body,Airbus,A320,-200,6,205875,305,272,126,20,19391,884,123,3219,180
196,202312,Cook-Hicks,ASD,Tucker-Beltran,YGS,International,North America,Jet,Wide-body,Embraer,E190,-1000,9,241212,304,214,184,55,8567,555,837,2893,200
197,202005,Harding-Brown,DAB,Henderson-Lynch,GIZ,International,Asia,Jet,Narrow-body,Embraer,CRJ900,-1000,7,315025,137,143,133,91,7669,566,1955,4342,150
198,202406,Davis LLC,YWX,Romero Inc,LCY,Domestic,South America,Turboprop,Wide-body,Airbus,A320,-1000,3,150089,352,175,24,80,11904,770,690,1945,180
199,202503,Wright PLC,LUV,Cox Group,CFC,International,Asia,Jet,Narrow-body,Embraer,737,-200,7,299729,454,240,62,50,2709,691,1312,2844,220
200,202104,Johnston-Wolfe,QBT,Alvarez Ltd,AES,International,Asia,Jet,Wide-body,Boeing,737,-800,5,390157,172,166,2,8,21087,924,594,3633,220
201,202412,Ortiz-Woods,CPH,Young-Mcdaniel,HFI,Domestic,Asia,Helicopter,Narrow-body,Embraer,A320,-900,10,361371,192,282,55,78,12386,408,2939,4914,150
202,202005,"Hopkins, Mcdaniel and Carrillo",RCT,"Ortiz, Reed and Baker",DTT,International,Oceania,Turboprop,Wide-body,Boeing,A320,-1000,3,370355,472,273,74,31,10220,556,1853,313,250
203,202311,White Ltd,LHJ,"Martinez, Montoya and Mcknight",CTG,Domestic,Oceania,Helicopter,Narrow-body,Airbus,737,-1000,6,333360,159,203,171,46,621,893,1682,819,150
204,202306,"Johnson, Spencer and Larson",UJI,"Vazquez, Mcintyre and Lloyd",VLS,International,South America,Helicopter,Narrow-body,Airbus,CRJ900,-200,5,262846,412,280,83,56,18376,800,2801,410,200
205,202204,"Watkins, Elliott and Reyes",NOB,Holt-Baker,NCL,Domestic,Europe,Jet,Wide-body,Bombardier,CRJ900,-200,5,166002,406,248,105,75,17482,9,1696,3566,180
206,202312,Richardson-Sandoval,YJN,"Blackburn, Lopez and Henderson",DPE,International,Asia,Turboprop,Narrow-body,Embraer,E190,-1000,5,281586,368,234,174,45,12264,625,2978,4213,200
207,202206,Stanley-Romero,MMM,"Rodriguez, Dillon and Thomas",CDU,Domestic,South America,Turboprop,Narrow-body,Boeing,A320,-800,9,91818,158,205,32,34,18623,947,526,2048,250
208,202407,Jensen PLC,XYS,Paul Ltd,MSR,Domestic,Asia,Jet,Wide-body,Embraer,A320,-1000,7,98948,81,69,49,16,9955,607,40,3650,180
209,202312,Kelly-Parker,OVE,Lyons-Vargas,BDH,Domestic,Europe,Turboprop,Wide-body,Bombardier,737,-1000,5,174174,125,53,60,58,3366,646,357,470,220
210,202307,Thompson-Murphy,BMQ,Davis Inc,CNK,Domestic,Europe,Helicopter,Wide-body,Bombardier,CRJ900,-200,5,96388,265,7,170,34,4756,821,2048,3287,250
211,202311,Webb PLC,ILI,Robinson and Sons,ONW,Domestic,North America,Turboprop,Wide-body,Boeing,A320,-800,6,177604,427,208,37,2,7401,99,739,4122,150
212,202109,Deleon LLC,ESX,Hernandez and Sons,IIK,Domestic,Africa,Jet,Narrow-body,Boeing,E190,-900,8,248221,392,125,123,57,20357,506,1663,3523,150
213,202103,"Mcmahon, Green and Chavez",IBK,Benson-Nguyen,TMT,Domestic,Africa,Helicopter,Narrow-body,Boeing,A320,-900,6,146116,413,156,54,75,5695,398,785,4823,220
214,202312,"Washington, Lam and Fletcher",PSN,Fuentes-Stokes,EUG,Domestic,Europe,Jet,Narrow-body,Bombardier,E190,-1000,1,328976,223,253,74,13,19844,579,649,2767,150
215,202204,"Oneill, Hayden and Ellison",MFF,"Baker, Love and Stewart",QYQ,Domestic,Asia,Helicopter,Narrow-body,Embraer,A320,-1000,9,271089,400,71,130,36,16146,357,1390,2986,250
216,202401,"Campos, Murphy and Torres",WYX,"Perkins, Diaz and Spencer",FCV,International,Oceania,Helicopter,Narrow-body,Airbus,E190,-900,3,145678,304,143,78,21,1386,423,2845,3676,150
217,202112,"Nguyen, Taylor and Davidson",OFL,"Brooks, Barnes and Perez",AJA,International,Europe,Jet,Narrow-body,Bombardier,737,-1000,5,320986,272,167,139,90,5594,548,602,536,150
218,202504,Cameron Group,BWR,Walker-Stone,VHN,Domestic,Oceania,Helicopter,Narrow-body,Embraer,CRJ900,-900,4,290309,68,208,89,24,20674,151,2652,979,200
219,202309,"Turner, Taylor and Hopkins",IAY,Mcdonald-Ward,TYG,International,Oceania,Jet,Narrow-body,Bombardier,A320,-900,7,195626,120,42,101,29,6249,497,639,2001,150
220,202308,Patel-Clarke,GQX,Holloway-Stewart,AFU,International,Asia,Helicopter,Narrow-body,Embraer,CRJ900,-1000,9,186749,7,13,40,75,11784,881,2857,3924,180
221,202412,"Dickerson, Gould and Rodriguez",XQD,"Johnson, Bennett and Kramer",KSK,International,Europe,Jet,Wide-body,Bombardier,CRJ900,-800,1,328576,498,198,51,31,10559,516,1337,189,220
222,202101,"Haynes, Morrow and Boyd",HFB,"Miles, Quinn and Carlson",CRJ,International,Asia,Jet,Wide-body,Airbus,E190,-1000,7,263076,470,284,67,55,12501,672,2302,2817,200
223,202103,Sparks-Wilson,YRI,"Bryant, Simpson and Macias",HPR,International,South America,Jet,Narrow-body,Airbus,E190,-1000,6,340735,225,105,162,52,16458,701,2016,4225,250
224,202409,Lawrence LLC,SJL,"Parker, Smith and Barker",SJP,Domestic,South America,Turboprop,Wide-body,Airbus,A320,-1000,4,232161,175,280,33,17,5378,915,347,538,200
225,202110,"Arroyo, Pineda and Logan",ORY,"Ramirez, Cochran and Johnson",DOW,International,Oceania,Helicopter,Narrow-body,Bombardier,737,-900,3,386457,380,216,41,46,6975,939,861,3217,250
226,202211,Henson-Graham,RVP,Allen and Sons,BZI,International,South America,Turboprop,Narrow-body,Embraer,E190,-800,10,267935,206,57,169,20,9891,327,2415,245,180
227,202203,"Clark, Erickson and Garcia",YMO,Mitchell PLC,JOL,Domestic,Europe,Helicopter,Wide-body,Airbus,737,-900,8,309837,217,295,8,68,12893,838,1662,4014,220
228,202402,Campbell-Thomas,AWD,"Pennington, Bryan and Harper",YXY,Domestic,South America,Jet,Wide-body,Bombardier,A320,-1000,2,146881,388,125,100,37,21403,844,1289,3628,180
229,202412,"Young, Ruiz and Wright",BMG,Patel-Taylor,HTK,Domestic,Africa,Turboprop,Wide-body,Airbus,CRJ900,-900,7,104499,291,181,109,66,14106,138,304,1038,220
230,202212,"Humphrey, Ray and Martinez",GVL,Smith LLC,TUW,International,Europe,Jet,Narrow-body,Boeing,E190,-200,7,300023,208,270,185,53,11625,206,1288,1646,220
231,202305,Johnson Ltd,GFU,"Higgins, Johnson and Phillips",NFK,Domestic,North America,Helicopter,Wide-body,Embraer,737,-1000,3,128308,405,271,66,87,20678,115,1007,4288,150
232,202405,"Acosta, Williams and Gonzales",INP,Mitchell Ltd,NRN,International,North America,Turboprop,Wide-body,Bombardier,737,-800,2,343308,490,85,41,80,15487,498,574,1935,180
233,202005,Norris-Patton,RHU,"Wilson, Carney and Coleman",DQQ,International,Europe,Jet,Wide-body,Embraer,CRJ900,-800,1,158239,60,6,76,49,7891,691,860,4253,150
234,202012,Tran-Price,EGF,Horne Inc,EEW,Domestic,Oceania,Turboprop,Narrow-body,Airbus,CRJ900,-900,8,169232,417,225,187,7,6914,586,2882,2215,200
235,202503,Franco Inc,KMV,Thomas Ltd,HHA,Domestic,Europe,Turboprop,Wide-body,Airbus,737,-900,4,135496,265,217,142,22,20123,166,1058,2808,220
236,202406,Phillips and Sons,THS,Barnes Group,ASU,Domestic,Asia,Helicopter,Narrow-body,Embraer,CRJ900,-1000,6,302371,265,253,76,89,20298,831,1462,1467,200
237,202310,Hamilton Inc,NQD,Horton-Lewis,RWH,Domestic,Africa,Helicopter,Wide-body,Bombardier,E190,-900,10,226047,460,295,100,50,3955,942,16,1354,220
238,202307,Holder Group,IPE,Miller LLC,WPD,Domestic,Europe,Turboprop,Narrow-body,Boeing,E190,-1000,10,307722,229,20,45,26,15439,347,1024,2060,180
239,202004,Rodriguez-Fernandez,EGD,Allen PLC,XBS,International,North America,Helicopter,Narrow-body,Airbus,E190,-900,10,190672,353,71,104,86,1601,564,984,1181,220
240,202008,Smith-Davis,CLT,"Johnson, Griffin and Taylor",QBM,International,Asia,Turboprop,Wide-body,Airbus,CRJ900,-800,9,151791,407,162,174,76,16521,81,326,3971,180
241,202202,"Todd, Hawkins and Gilbert",SCN,Williams-Lee,MWF,International,Oceania,Turboprop,Wide-body,Bombardier,CRJ900,-200,5,78848,325,267,31,39,14636,722,2021,261,220
242,202009,"Ryan, Petersen and Phillips",DAS,Mills-Jackson,JAT,International,Europe,Turboprop,Wide-body,Embraer,CRJ900,-200,10,77934,494,281,98,67,19437,382,2233,3481,150
243,202403,"Lloyd, Munoz and West",JFC,"Goodwin, Dunn and Velez",IFV,Domestic,South America,Jet,Wide-body,Embraer,A320,-800,8,297123,87,264,15,49,8232,669,138,1722,180
244,202310,Carter Group,NVZ,Gutierrez LLC,IUB,International,North America,Jet,Narrow-body,Bombardier,CRJ900,-200,5,208901,186,297,46,56,9807,47,2594,664,220
245,202103,Butler PLC,AND,Green-Walker,JKW,Domestic,South America,Jet,Narrow-body,Embraer,A320,-800,2,345354,474,106,127,17,12724,132,516,3569,200
246,202111,"Mcguire, Skinner and Thompson",PKI,Jones Inc,RWK,Domestic,North America,Jet,Wide-body,Boeing,E190,-200,10,349751,86,163,94,36,3805,452,1243,1005,220
247,202408,Johnson-Boyd,YKP,"Mccormick, Williams and Stephenson",GQA,Domestic,Africa,Jet,Narrow-body,Boeing,CRJ900,-800,3,277642,395,70,122,98,567,466,806,2187,220
248,202304,"Woods, Sanchez and Medina",DKU,Robinson-Smith,NGK,International,Europe,Jet,Wide-body,Bombardier,A320,-1000,10,99963,173,88,176,84,13424,874,481,3362,180
249,202408,Harris-Coffey,IHZ,Watson-Walter,IJD,International,Africa,Turboprop,Wide-body,Embraer,CRJ900,-1000,10,345800,234,67,68,40,12408,979,624,1392,180
250,202010,Fowler-Lopez,DNN,Keller-Donovan,IRD,Domestic,North America,Turboprop,Narrow-body,Airbus,737,-1000,10,253533,69,172,100,63,20415,83,982,2543,250
251,202206,Johnson Group,LRC,Miller and Sons,EER,Domestic,North America,Helicopter,Narrow-body,Airbus,CRJ900,-800,8,219171,304,8,161,72,17287,731,127,2408,150
252,202408,"Jensen, Friedman and Harrison",EHX,"Golden, Ho and Wilkins",KHQ,Domestic,Oceania,Turboprop,Wide-body,Boeing,737,-800,8,310780,455,155,189,21,21233,871,2366,1181,220
253,202312,Scott Ltd,ICY,Weber-Galvan,JCS,Domestic,Asia,Turboprop,Wide-body,Bombardier,A320,-200,5,387214,300,236,120,93,19609,214,2576,3494,250
254,202104,King-Sanchez,NEN,Shepard Ltd,WAG,International,Europe,Jet,Narrow-body,Airbus,E190,-900,10,215088,463,5,27,4,935,992,2901,3538,200
255,202406,"Gutierrez, Davis and Jacobson",VWC,Sheppard-Ortega,LUY,International,North America,Helicopter,Narrow-body,Airbus,E190,-800,2,369479,373,143,186,40,8673,374,564,2858,200
256,202105,"King, Brown and Gordon",ZRS,James-Howell,HIK,Domestic,Europe,Jet,Wide-body,Boeing,A320,-900,6,100959,322,67,145,27,10456,980,2704,1026,180
257,202008,Schultz-Lee,ITY,Hall-Roy,QPF,International,Africa,Jet,Wide-body,Airbus,737,-200,3,117772,383,275,102,63,20265,590,2521,3854,200
258,202304,"West, Perry and Charles",OLF,Kelly-Jenkins,GXV,International,North America,Jet,Wide-body,Bombardier,737,-200,9,151572,310,57,86,46,1969,738,1113,31,180
259,202206,Lester-Smith,HUU,Baker-Newton,OGW,Domestic,Asia,Turboprop,Wide-body,Boeing,737,-1000,9,265556,451,267,167,11,17774,100,733,984,250
260,202304,"Brown, Deleon and Gregory",EUP,Grant-Hughes,APJ,Domestic,North America,Helicopter,Wide-body,Airbus,737,-200,8,66215,363,295,17,95,15324,905,27,3414,250
261,202408,Ward-Kline,ETB,Castro-Robles,GDW,International,South America,Helicopter,Narrow-body,Airbus,E190,-1000,6,83171,161,277,83,11,16274,200,1558,555,150
262,202111,Lyons-Hampton,YYO,"Velazquez, Myers and Valentine",DWS,Domestic,South America,Turboprop,Narrow-body,Bombardier,E190,-200,8,187528,121,294,162,66,16163,119,2390,546,200
263,202211,Martin PLC,DCS,"Herrera, Jennings and Moore",VLN,Domestic,South America,Helicopter,Wide-body,Boeing,A320,-1000,4,313314,38,131,88,49,8367,697,1379,1029,250
264,202403,"Gibson, Matthews and Fleming",SPR,"Pacheco, Williams and Adams",BGU,International,Asia,Helicopter,Narrow-body,Bombardier,737,-200,4,253844,158,281,138,28,15109,279,2476,2697,250
265,202104,Davies PLC,PFN,"Jordan, Perry and Brooks",QJA,Domestic,South America,Turboprop,Narrow-body,Boeing,E190,-800,6,51069,63,276,55,51,6167,868,2044,3891,150
266,202208,"Rose, Thompson and Ware",EFX,Taylor-Larsen,ATZ,Domestic,North America,Helicopter,Wide-body,Airbus,A320,-1000,5,263164,23,214,174,6,9963,447,618,4055,150
267,202007,Miller-Reid,AOD,Miller-Miller,NNY,International,Africa,Turboprop,Wide-body,Embraer,CRJ900,-900,5,229113,351,210,165,25,6155,27,2715,2935,150
268,202305,"Stevenson, Huber and Hansen",XEN,"King, Jones and Moore",CES,Domestic,Asia,Helicopter,Narrow-body,Boeing,E190,-900,10,62952,33,242,37,55,19082,700,283,3146,150
269,202410,"Newman, Thompson and Holland",ZFR,"Hernandez, Mcneil and Peters",ZLV,International,South America,Helicopter,Narrow-body,Embraer,E190,-800,10,171114,478,150,27,61,17101,738,162,4408,180
270,202212,Lambert LLC,ZYS,"Miller, Rojas and Harper",XWI,International,Oceania,Helicopter,Narrow-body,Bombardier,A320,-900,4,347965,131,88,167,9,16978,793,2775,2599,250
271,202311,"Hamilton, Meyer and Hurley",LVH,"James, Taylor and Briggs",VAL,Domestic,Asia,Jet,Wide-body,Airbus,A320,-800,8,139506,399,110,131,72,13099,849,304,1118,200
272,202010,Campos Group,XIC,Mccoy and Sons,COL,Domestic,Asia,Jet,Wide-body,Boeing,E190,-900,1,233110,233,238,119,7,16105,910,2681,1585,250
273,202409,Thomas Ltd,VAL,"May, Middleton and Murillo",KKY,Domestic,Asia,Helicopter,Wide-body,Embraer,CRJ900,-900,10,242115,252,270,175,23,7988,30,575,2113,180
274,202008,Cline LLC,ZMH,Edwards-Thompson,GJR,International,Oceania,Turboprop,Narrow-body,Boeing,A320,-800,8,202836,245,282,142,78,173,973,2452,1795,220
275,202203,Williams Group,VYO,"Robinson, Bailey and Daniel",BAS,International,North America,Helicopter,Wide-body,Airbus,CRJ900,-800,9,206234,415,41,199,44,20131,681,396,2927,250
276,202006,"Stuart, Woods and Jennings",JZL,"Green, Brooks and Rodriguez",BZA,International,Europe,Jet,Narrow-body,Embraer,737,-900,4,255131,27,19,97,23,9159,236,2629,2593,250
277,202407,Leon-Madden,RNK,Shannon and Sons,FFA,International,Oceania,Jet,Narrow-body,Bombardier,CRJ900,-1000,5,377360,353,80,19,92,12592,629,1780,861,200
278,202108,"Anderson, Knight and Woods",KQM,Hays-Hanson,HQC,Domestic,Asia,Helicopter,Narrow-body,Boeing,CRJ900,-800,9,94078,272,105,68,93,4942,593,2637,3929,180
279,202207,"Williams, Brewer and Banks",XOK,"Castillo, Williams and Park",SPU,Domestic,Asia,Turboprop,Narrow-body,Airbus,737,-200,10,337571,466,247,186,1,13234,173,398,2253,150
280,202103,"Fisher, Evans and Hernandez",BEA,"Flowers, Jones and Mayer",NQU,International,Asia,Helicopter,Narrow-body,Boeing,CRJ900,-1000,7,349155,418,5,191,51,15871,179,1548,4743,200
