Aircraft ID,Manufacturer,Model,Aircraft Type,Capacity
2548,Embraer,Model_2548,Narrow Body,268
2549,Boeing,Model_2549,Wide Body,114
2550,Embraer,Model_2550,Turboprop,121
2551,Boeing,Model_2551,Turboprop,95
2552,Bombardier,Model_2552,Turboprop,248
2553,Airbus,Model_2553,Wide Body,147
2554,Boeing,Model_2554,Narrow Body,303
2555,Cessna,Model_2555,Narrow Body,261
2556,Boeing,Model_2556,Narrow Body,205
2557,Cessna,Model_2557,Turboprop,378
2558,Boeing,Model_2558,Wide Body,374
2559,Boeing,Model_2559,Turboprop,328
2560,Cessna,Model_2560,Regional Jet,187
2561,Cessna,Model_2561,Regional Jet,243
2562,Bombardier,Model_2562,Narrow Body,143
2563,Boeing,Model_2563,Regional Jet,82
2564,Embraer,Model_2564,Wide Body,64
2565,Boeing,Model_2565,Turboprop,100
2566,Cessna,Model_2566,Regional Jet,390
2567,Bombardier,Model_2567,Narrow Body,254
2568,Cessna,Model_2568,Regional Jet,371
2569,Bombardier,Model_2569,Regional Jet,387
2570,Embraer,Model_2570,Wide Body,188
2571,Boeing,Model_2571,Regional Jet,98
2572,Bombardier,Model_2572,Narrow Body,235
2573,Bombardier,Model_2573,Regional Jet,348
2574,Cessna,Model_2574,Wide Body,338
2575,Embraer,Model_2575,Regional Jet,275
2576,Boeing,Model_2576,Narrow Body,187
2577,Embraer,Model_2577,Wide Body,257
2578,Boeing,Model_2578,Regional Jet,213
2579,Boeing,Model_2579,Turboprop,131
2580,Bombardier,Model_2580,Narrow Body,355
2581,Bombardier,Model_2581,Regional Jet,210
2582,Airbus,Model_2582,Narrow Body,391
2583,Embraer,Model_2583,Turboprop,400
2584,Airbus,Model_2584,Narrow Body,388
2585,Boeing,Model_2585,Regional Jet,282
2586,Embraer,Model_2586,Regional Jet,99
2587,Embraer,Model_2587,Turboprop,92
2588,Bombardier,Model_2588,Narrow Body,137
2589,Embraer,Model_2589,Regional Jet,146
2590,Cessna,Model_2590,Narrow Body,149
2591,Airbus,Model_2591,Regional Jet,86
2592,Cessna,Model_2592,Regional Jet,275
2593,Embraer,Model_2593,Regional Jet,303
2594,Airbus,Model_2594,Wide Body,396
2595,Bombardier,Model_2595,Narrow Body,265
2596,Boeing,Model_2596,Turboprop,165
2597,Airbus,Model_2597,Turboprop,292
2598,Bombardier,Model_2598,Wide Body,146
2599,Boeing,Model_2599,Regional Jet,88
2600,Boeing,Model_2600,Turboprop,181
2601,Embraer,Model_2601,Turboprop,360
2602,Cessna,Model_2602,Wide Body,153
2603,Airbus,Model_2603,Narrow Body,237
2604,Bombardier,Model_2604,Regional Jet,132
2605,Airbus,Model_2605,Turboprop,242
2606,Cessna,Model_2606,Narrow Body,373
2607,Boeing,Model_2607,Turboprop,391
2608,Cessna,Model_2608,Narrow Body,206
2609,Embraer,Model_2609,Turboprop,92
2610,Embraer,Model_2610,Turboprop,229
2611,Bombardier,Model_2611,Wide Body,142
2612,Embraer,Model_2612,Narrow Body,158
2613,Boeing,Model_2613,Turboprop,187
2614,Bombardier,Model_2614,Turboprop,297
2615,Embraer,Model_2615,Wide Body,145
2616,Boeing,Model_2616,Turboprop,56
2617,Airbus,Model_2617,Wide Body,279
2618,Boeing,Model_2618,Wide Body,359
2619,Boeing,Model_2619,Turboprop,152
2620,Embraer,Model_2620,Wide Body,352
2621,Embraer,Model_2621,Wide Body,299
2622,Airbus,Model_2622,Wide Body,329
2623,Airbus,Model_2623,Narrow Body,385
2624,Embraer,Model_2624,Regional Jet,158
2625,Cessna,Model_2625,Regional Jet,326
2626,Boeing,Model_2626,Turboprop,387
2627,Bombardier,Model_2627,Regional Jet,154
2628,Boeing,Model_2628,Narrow Body,379
2629,Boeing,Model_2629,Regional Jet,71
2630,Bombardier,Model_2630,Turboprop,102
2631,Bombardier,Model_2631,Turboprop,349
2632,Boeing,Model_2632,Regional Jet,313
2633,Bombardier,Model_2633,Wide Body,101
2634,Embraer,Model_2634,Narrow Body,350
2635,Cessna,Model_2635,Turboprop,263
2636,Airbus,Model_2636,Wide Body,257
2637,Bombardier,Model_2637,Wide Body,249
2638,Boeing,Model_2638,Regional Jet,373
2639,Airbus,Model_2639,Turboprop,208
2640,Bombardier,Model_2640,Turboprop,152
2641,Embraer,Model_2641,Regional Jet,291
2642,Airbus,Model_2642,Narrow Body,319
2643,Bombardier,Model_2643,Turboprop,388
2644,Embraer,Model_2644,Wide Body,342
2645,Embraer,Model_2645,Wide Body,253
2646,Embraer,Model_2646,Wide Body,214
2647,Embraer,Model_2647,Narrow Body,170
2648,Airbus,Model_2648,Narrow Body,182
2649,Airbus,Model_2649,Wide Body,125
2650,Boeing,Model_2650,Regional Jet,183
2651,Bombardier,Model_2651,Wide Body,321
2652,Cessna,Model_2652,Regional Jet,241
2653,Airbus,Model_2653,Regional Jet,345
2654,Bombardier,Model_2654,Narrow Body,50
2655,Airbus,Model_2655,Regional Jet,54
2656,Airbus,Model_2656,Wide Body,394
2657,Embraer,Model_2657,Wide Body,110
2658,Cessna,Model_2658,Turboprop,331
2659,Cessna,Model_2659,Turboprop,313
2660,Boeing,Model_2660,Turboprop,271
2661,Boeing,Model_2661,Narrow Body,153
2662,Airbus,Model_2662,Turboprop,366
2663,Bombardier,Model_2663,Wide Body,294
2664,Airbus,Model_2664,Wide Body,78
2665,Embraer,Model_2665,Turboprop,255
2666,Embraer,Model_2666,Turboprop,248
2667,Boeing,Model_2667,Narrow Body,389
2668,Boeing,Model_2668,Wide Body,120
2669,Embraer,Model_2669,Turboprop,54
2670,Boeing,Model_2670,Wide Body,125
2671,Bombardier,Model_2671,Narrow Body,98
2672,Bombardier,Model_2672,Narrow Body,254
2673,Cessna,Model_2673,Wide Body,334
2674,Bombardier,Model_2674,Turboprop,357
2675,Bombardier,Model_2675,Narrow Body,311
2676,Bombardier,Model_2676,Regional Jet,386
2677,Bombardier,Model_2677,Regional Jet,254
2678,Boeing,Model_2678,Regional Jet,252
2679,Cessna,Model_2679,Regional Jet,264
2680,Boeing,Model_2680,Regional Jet,384
2681,Embraer,Model_2681,Regional Jet,259
2682,Bombardier,Model_2682,Regional Jet,83
2683,Bombardier,Model_2683,Narrow Body,171
2684,Bombardier,Model_2684,Turboprop,286
2685,Airbus,Model_2685,Turboprop,235
2686,Embraer,Model_2686,Turboprop,207
2687,Cessna,Model_2687,Wide Body,192
2688,Embraer,Model_2688,Narrow Body,104
2689,Bombardier,Model_2689,Regional Jet,384
2690,Cessna,Model_2690,Narrow Body,305
2691,Cessna,Model_2691,Narrow Body,278
2692,Embraer,Model_2692,Turboprop,264
2693,Cessna,Model_2693,Regional Jet,241
2694,Airbus,Model_2694,Wide Body,56
2695,Embraer,Model_2695,Turboprop,81
2696,Cessna,Model_2696,Wide Body,168
2697,Embraer,Model_2697,Narrow Body,111
2698,Embraer,Model_2698,Turboprop,222
2699,Airbus,Model_2699,Turboprop,94
2700,Embraer,Model_2700,Narrow Body,270
2701,Airbus,Model_2701,Regional Jet,148
2702,Bombardier,Model_2702,Regional Jet,359
2703,Boeing,Model_2703,Wide Body,374
2704,Embraer,Model_2704,Turboprop,86
2705,Cessna,Model_2705,Narrow Body,262
2706,Bombardier,Model_2706,Wide Body,140
2707,Airbus,Model_2707,Narrow Body,87
2708,Bombardier,Model_2708,Regional Jet,272
2709,Boeing,Model_2709,Turboprop,100
2710,Bombardier,Model_2710,Turboprop,53
2711,Bombardier,Model_2711,Narrow Body,265
2712,Embraer,Model_2712,Regional Jet,87
2713,Embraer,Model_2713,Turboprop,163
2714,Boeing,Model_2714,Wide Body,397
2715,Boeing,Model_2715,Turboprop,242
2716,Bombardier,Model_2716,Narrow Body,182
2717,Cessna,Model_2717,Regional Jet,51
2718,Boeing,Model_2718,Regional Jet,157
2719,Bombardier,Model_2719,Wide Body,337
2720,Bombardier,Model_2720,Turboprop,329
2721,Cessna,Model_2721,Regional Jet,146
2722,Bombardier,Model_2722,Narrow Body,92
2723,Airbus,Model_2723,Regional Jet,194
2724,Bombardier,Model_2724,Turboprop,89
2725,Airbus,Model_2725,Narrow Body,336
2726,Cessna,Model_2726,Regional Jet,163
2727,Cessna,Model_2727,Wide Body,259
2728,Cessna,Model_2728,Turboprop,354
2729,Embraer,Model_2729,Narrow Body,227
2730,Bombardier,Model_2730,Turboprop,387
2731,Boeing,Model_2731,Turboprop,242
2732,Boeing,Model_2732,Turboprop,166
2733,Airbus,Model_2733,Wide Body,341
2734,Boeing,Model_2734,Wide Body,198
2735,Bombardier,Model_2735,Turboprop,167
2736,Airbus,Model_2736,Narrow Body,66
2737,Embraer,Model_2737,Wide Body,271
2738,Embraer,Model_2738,Narrow Body,164
2739,Bombardier,Model_2739,Turboprop,84
2740,Boeing,Model_2740,Narrow Body,273
2741,Boeing,Model_2741,Regional Jet,388
2742,Bombardier,Model_2742,Narrow Body,172
2743,Cessna,Model_2743,Narrow Body,255
2744,Airbus,Model_2744,Wide Body,288
2745,Embraer,Model_2745,Turboprop,400
2746,Bombardier,Model_2746,Narrow Body,77
2747,Bombardier,Model_2747,Turboprop,362
2748,Airbus,Model_2748,Wide Body,265
2749,Embraer,Model_2749,Narrow Body,265
2750,Cessna,Model_2750,Regional Jet,310
2751,Boeing,Model_2751,Turboprop,109
2752,Bombardier,Model_2752,Turboprop,344
2753,Boeing,Model_2753,Regional Jet,279
2754,Bombardier,Model_2754,Turboprop,206
2755,Boeing,Model_2755,Turboprop,348
2756,Cessna,Model_2756,Regional Jet,202
2757,Airbus,Model_2757,Regional Jet,108
2758,Airbus,Model_2758,Narrow Body,395
2759,Bombardier,Model_2759,Regional Jet,247
2760,Cessna,Model_2760,Wide Body,137
2761,Boeing,Model_2761,Wide Body,314
2762,Boeing,Model_2762,Wide Body,75
2763,Cessna,Model_2763,Turboprop,148
2764,Airbus,Model_2764,Regional Jet,260
2765,Embraer,Model_2765,Regional Jet,71
2766,Cessna,Model_2766,Turboprop,231
2767,Airbus,Model_2767,Regional Jet,321
2768,Bombardier,Model_2768,Turboprop,323
2769,Airbus,Model_2769,Regional Jet,296
2770,Cessna,Model_2770,Turboprop,280
2771,Bombardier,Model_2771,Regional Jet,208
2772,Airbus,Model_2772,Regional Jet,298
2773,Embraer,Model_2773,Wide Body,232
2774,Embraer,Model_2774,Narrow Body,308
2775,Airbus,Model_2775,Narrow Body,329
2776,Embraer,Model_2776,Turboprop,332
2777,Bombardier,Model_2777,Regional Jet,97
2778,Cessna,Model_2778,Turboprop,225
2779,Embraer,Model_2779,Narrow Body,227
2780,Embraer,Model_2780,Wide Body,298
2781,Airbus,Model_2781,Turboprop,336
2782,Cessna,Model_2782,Regional Jet,66
2783,Embraer,Model_2783,Regional Jet,196
2784,Airbus,Model_2784,Wide Body,346
2785,Airbus,Model_2785,Wide Body,116
2786,Embraer,Model_2786,Regional Jet,76
2787,Cessna,Model_2787,Turboprop,153
2788,Cessna,Model_2788,Wide Body,316
2789,Cessna,Model_2789,Turboprop,164
2790,Bombardier,Model_2790,Turboprop,155
2791,Cessna,Model_2791,Narrow Body,138
2792,Cessna,Model_2792,Regional Jet,334
2793,Boeing,Model_2793,Wide Body,89
2794,Cessna,Model_2794,Narrow Body,143
2795,Embraer,Model_2795,Narrow Body,192
2796,Boeing,Model_2796,Regional Jet,63
2797,Boeing,Model_2797,Narrow Body,365
2798,Cessna,Model_2798,Wide Body,346
2799,Bombardier,Model_2799,Turboprop,300
2800,Airbus,Model_2800,Wide Body,354
2801,Bombardier,Model_2801,Turboprop,371
2802,Boeing,Model_2802,Wide Body,76
2803,Cessna,Model_2803,Regional Jet,145
2804,Bombardier,Model_2804,Narrow Body,101
2805,Boeing,Model_2805,Regional Jet,77
2806,Bombardier,Model_2806,Regional Jet,127
2807,Cessna,Model_2807,Regional Jet,198
2808,Airbus,Model_2808,Regional Jet,175
2809,Airbus,Model_2809,Narrow Body,101
2810,Bombardier,Model_2810,Turboprop,268
2811,Boeing,Model_2811,Narrow Body,119
2812,Bombardier,Model_2812,Regional Jet,299
2813,Boeing,Model_2813,Regional Jet,200
2814,Boeing,Model_2814,Regional Jet,97
2815,Cessna,Model_2815,Turboprop,113
2816,Boeing,Model_2816,Narrow Body,238
2817,Bombardier,Model_2817,Turboprop,316
2818,Boeing,Model_2818,Turboprop,69
2819,Cessna,Model_2819,Regional Jet,312
2820,Airbus,Model_2820,Turboprop,144
2821,Embraer,Model_2821,Turboprop,230
2822,Cessna,Model_2822,Regional Jet,188
2823,Boeing,Model_2823,Wide Body,296
2824,Bombardier,Model_2824,Narrow Body,53
2825,Bombardier,Model_2825,Regional Jet,60
2826,Embraer,Model_2826,Regional Jet,120
2827,Bombardier,Model_2827,Regional Jet,393
2828,Cessna,Model_2828,Regional Jet,240
2829,Bombardier,Model_2829,Wide Body,375
2830,Bombardier,Model_2830,Wide Body,124
2831,Boeing,Model_2831,Regional Jet,276
2832,Boeing,Model_2832,Turboprop,138
2833,Cessna,Model_2833,Turboprop,87
2834,Cessna,Model_2834,Wide Body,246
2835,Embraer,Model_2835,Narrow Body,170
2836,Cessna,Model_2836,Turboprop,69
2837,Embraer,Model_2837,Turboprop,274
2838,Bombardier,Model_2838,Narrow Body,324
2839,Bombardier,Model_2839,Narrow Body,99
2840,Bombardier,Model_2840,Wide Body,129
2841,Embraer,Model_2841,Narrow Body,175
2842,Airbus,Model_2842,Turboprop,289
2843,Embraer,Model_2843,Turboprop,285
2844,Bombardier,Model_2844,Regional Jet,225
2845,Embraer,Model_2845,Narrow Body,165
2846,Boeing,Model_2846,Wide Body,352
2847,Airbus,Model_2847,Turboprop,218
2848,Cessna,Model_2848,Turboprop,297
2849,Boeing,Model_2849,Turboprop,78
2850,Bombardier,Model_2850,Wide Body,230
2851,Boeing,Model_2851,Turboprop,112
2852,Embraer,Model_2852,Regional Jet,240
2853,Airbus,Model_2853,Regional Jet,323
2854,Embraer,Model_2854,Narrow Body,238
2855,Embraer,Model_2855,Wide Body,359
2856,Embraer,Model_2856,Narrow Body,333
2857,Cessna,Model_2857,Regional Jet,347
2858,Embraer,Model_2858,Wide Body,165
2859,Cessna,Model_2859,Narrow Body,121
2860,Airbus,Model_2860,Wide Body,390
2861,Boeing,Model_2861,Turboprop,92
2862,Bombardier,Model_2862,Wide Body,382
2863,Bombardier,Model_2863,Turboprop,147
2864,Cessna,Model_2864,Wide Body,357
2865,Cessna,Model_2865,Turboprop,167
2866,Bombardier,Model_2866,Regional Jet,358
2867,Bombardier,Model_2867,Regional Jet,264
2868,Cessna,Model_2868,Turboprop,51
2869,Airbus,Model_2869,Narrow Body,66
2870,Boeing,Model_2870,Regional Jet,329
2871,Airbus,Model_2871,Regional Jet,304
2872,Cessna,Model_2872,Turboprop,367
2873,Bombardier,Model_2873,Regional Jet,232
2874,Cessna,Model_2874,Narrow Body,66
2875,Boeing,Model_2875,Wide Body,109
2876,Cessna,Model_2876,Turboprop,204
2877,Cessna,Model_2877,Turboprop,175
2878,Airbus,Model_2878,Turboprop,234
2879,Boeing,Model_2879,Wide Body,236
2880,Cessna,Model_2880,Turboprop,150
2881,Bombardier,Model_2881,Turboprop,346
2882,Bombardier,Model_2882,Wide Body,217
2883,Cessna,Model_2883,Wide Body,299
2884,Cessna,Model_2884,Narrow Body,299
2885,Airbus,Model_2885,Regional Jet,199
2886,Boeing,Model_2886,Wide Body,143
2887,Boeing,Model_2887,Regional Jet,103
2888,Bombardier,Model_2888,Turboprop,106
2889,Airbus,Model_2889,Turboprop,100
2890,Airbus,Model_2890,Narrow Body,361
2891,Airbus,Model_2891,Turboprop,71
2892,Boeing,Model_2892,Regional Jet,121
2893,Embraer,Model_2893,Wide Body,317
2894,Embraer,Model_2894,Wide Body,268
2895,Bombardier,Model_2895,Narrow Body,356
2896,Airbus,Model_2896,Regional Jet,301
2897,Cessna,Model_2897,Narrow Body,153
2898,Embraer,Model_2898,Narrow Body,386
2899,Cessna,Model_2899,Turboprop,285
2900,Boeing,Model_2900,Regional Jet,125
2901,Embraer,Model_2901,Regional Jet,50
2902,Cessna,Model_2902,Wide Body,149
2903,Bombardier,Model_2903,Wide Body,265
2904,Bombardier,Model_2904,Turboprop,205
2905,Boeing,Model_2905,Wide Body,53
2906,Cessna,Model_2906,Regional Jet,263
2907,Airbus,Model_2907,Narrow Body,131
2908,Bombardier,Model_2908,Wide Body,313
2909,Embraer,Model_2909,Narrow Body,239
2910,Airbus,Model_2910,Turboprop,273
2911,Airbus,Model_2911,Narrow Body,267
2912,Boeing,Model_2912,Narrow Body,112
2913,Airbus,Model_2913,Narrow Body,303
2914,Embraer,Model_2914,Turboprop,337
2915,Airbus,Model_2915,Regional Jet,147
2916,Embraer,Model_2916,Narrow Body,174
2917,Boeing,Model_2917,Turboprop,73
2918,Boeing,Model_2918,Turboprop,103
2919,Boeing,Model_2919,Turboprop,153
2920,Airbus,Model_2920,Narrow Body,390
2921,Cessna,Model_2921,Regional Jet,112
2922,Airbus,Model_2922,Wide Body,283
2923,Airbus,Model_2923,Narrow Body,63
2924,Bombardier,Model_2924,Wide Body,170
2925,Bombardier,Model_2925,Narrow Body,215
2926,Bombardier,Model_2926,Wide Body,115
2927,Cessna,Model_2927,Narrow Body,70
2928,Cessna,Model_2928,Turboprop,384
2929,Cessna,Model_2929,Turboprop,290
2930,Cessna,Model_2930,Narrow Body,120
2931,Cessna,Model_2931,Wide Body,284
2932,Bombardier,Model_2932,Wide Body,363
2933,Airbus,Model_2933,Wide Body,122
2934,Bombardier,Model_2934,Turboprop,370
2935,Bombardier,Model_2935,Regional Jet,329
2936,Airbus,Model_2936,Turboprop,239
2937,Bombardier,Model_2937,Narrow Body,388
2938,Boeing,Model_2938,Wide Body,358
2939,Cessna,Model_2939,Wide Body,61
2940,Embraer,Model_2940,Wide Body,378
2941,Cessna,Model_2941,Wide Body,287
2942,Boeing,Model_2942,Regional Jet,306
2943,Boeing,Model_2943,Regional Jet,271
2944,Boeing,Model_2944,Regional Jet,265
2945,Cessna,Model_2945,Turboprop,232
2946,Boeing,Model_2946,Wide Body,334
2947,Embraer,Model_2947,Wide Body,352
2948,Cessna,Model_2948,Regional Jet,398
2949,Bombardier,Model_2949,Wide Body,165
2950,Cessna,Model_2950,Narrow Body,350
2951,Bombardier,Model_2951,Wide Body,84
2952,Embraer,Model_2952,Wide Body,54
2953,Boeing,Model_2953,Wide Body,289
2954,Bombardier,Model_2954,Regional Jet,270
2955,Boeing,Model_2955,Narrow Body,195
2956,Airbus,Model_2956,Wide Body,138
2957,Airbus,Model_2957,Turboprop,379
2958,Bombardier,Model_2958,Turboprop,206
2959,Cessna,Model_2959,Turboprop,364
2960,Airbus,Model_2960,Narrow Body,209
2961,Boeing,Model_2961,Wide Body,273
2962,Airbus,Model_2962,Regional Jet,385
2963,Embraer,Model_2963,Regional Jet,346
2964,Embraer,Model_2964,Regional Jet,155
2965,Embraer,Model_2965,Turboprop,283
2966,Cessna,Model_2966,Narrow Body,63
2967,Bombardier,Model_2967,Regional Jet,87
2968,Cessna,Model_2968,Turboprop,244
2969,Boeing,Model_2969,Turboprop,212
2970,Cessna,Model_2970,Wide Body,332
2971,Boeing,Model_2971,Turboprop,367
2972,Cessna,Model_2972,Turboprop,345
2973,Cessna,Model_2973,Wide Body,125
2974,Bombardier,Model_2974,Narrow Body,258
2975,Airbus,Model_2975,Narrow Body,131
2976,Embraer,Model_2976,Turboprop,63
2977,Embraer,Model_2977,Regional Jet,348
2978,Bombardier,Model_2978,Turboprop,296
2979,Boeing,Model_2979,Wide Body,381
2980,Airbus,Model_2980,Narrow Body,322
2981,Bombardier,Model_2981,Regional Jet,223
2982,Embraer,Model_2982,Turboprop,197
2983,Cessna,Model_2983,Turboprop,324
2984,Embraer,Model_2984,Narrow Body,154
2985,Boeing,Model_2985,Wide Body,97
2986,Airbus,Model_2986,Wide Body,324
2987,Bombardier,Model_2987,Wide Body,224
2988,Bombardier,Model_2988,Turboprop,82
2989,Airbus,Model_2989,Wide Body,94
2990,Boeing,Model_2990,Narrow Body,291
2991,Bombardier,Model_2991,Wide Body,95
2992,Airbus,Model_2992,Regional Jet,223
2993,Airbus,Model_2993,Regional Jet,381
2994,Bombardier,Model_2994,Wide Body,110
2995,Cessna,Model_2995,Turboprop,302
2996,Boeing,Model_2996,Narrow Body,188
2997,Bombardier,Model_2997,Turboprop,181
2998,Boeing,Model_2998,Turboprop,377
2999,Bombardier,Model_2999,Regional Jet,359
3000,Embraer,Model_3000,Wide Body,399
